"{'completeness': 100.0, 'A1-A1': 27, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 1, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,11_02_dang_ky_khai_sinh.txt
"{'completeness': 100.0, 'A1-A1': 27, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 1, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,11_03_dang_ky_khai_sinh.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [], 'error A1-B': [('place', '#another')], 'error B-A1': []}",90.9090909090909,,,,,,,,12_00_DDN_cap_doi_GPLX.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [], 'error A1-B': [('place', '#another')], 'error B-A1': []}",93.33333333333333,,,,,,,,12_01_DDN_cap_doi_GPLX.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 20, 'error A1-A2': [], 'error A1-B': [('user1_current_address', '#another')], 'error B-A1': []}",85.71428571428571,,,,,,,,13_00_DDN_gia_han_time_hoc_nuoc_ngoai.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 18, 'error A1-A2': [], 'error A1-B': [('user1_current_address', '#another')], 'error B-A1': []}",85.71428571428571,,,,,,,,13_01_DDN_gia_han_time_hoc_nuoc_ngoai.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 9, 'A1-B': 1, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [('user3_full_name', 'user2_full_name'), ('user3_dob_day', 'user2_dob_day'), ('user3_dob_month', 'user2_dob_month'), ('user3_dob_year', 'user2_dob_year'), ('user3_id_number', 'user2_id_number'), ('user3_id_issue_date', 'user2_id_issue_date'), ('user3_id_issue_place', 'user2_id_issue_place'), ('user3_permanent_address', 'user2_permanent_address'), ('user3_current_address', 'user2_current_address')], 'error A1-B': [('user2_full_name', '#another')], 'error B-A1': []}",50.0,,,,,,,,14_00_DDN_ho_tro_chi_phi_mai_tang.txt
"{'completeness': 100.0, 'A1-A1': 20, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,14_01_DDN_ho_tro_chi_phi_mai_tang.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 2, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,15_00_DDN_ho_tro_hoc_tap.txt
"{'completeness': 100.0, 'A1-A1': 11, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 2, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,15_01_DDN_ho_tro_hoc_tap.txt
"{'completeness': 100.0, 'A1-A1': 12, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,16_00_DDN_huong_che_do_benh_nghe_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_current_address')]}",100.0,,,,,,,,16_01_DDN_huong_che_do_benh_nghe_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 28, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,17_00_de_nghi_ho_tro_hoc_nghe.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 1, 'A1-B': 0, 'B-A1': 0, 'B-B': 18, 'error A1-A2': [('user1_dob', 'user1_dob_date')], 'error A1-B': [], 'error B-A1': []}",93.75,,,,,,,,17_01_de_nghi_ho_tro_hoc_nghe.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 22, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,17_02_de_nghi_ho_tro_hoc_nghe.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 17, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,18_00_de_nghi_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 14, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_full_name')]}",100.0,,,,,,,,18_01_de_nghi_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_full_name')]}",100.0,,,,,,,,18_02_de_nghi_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,19_00_de_nghi_khong_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,19_01_de_nghi_khong_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 4, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_full_name')]}",100.0,,,,,,,,19_02_de_nghi_khong_huong_tro_cap_that_nghiep.txt
"{'completeness': 100.0, 'A1-A1': 31, 'A1-A2': 0, 'A1-B': 4, 'B-A1': 1, 'B-B': 17, 'error A1-A2': [], 'error A1-B': [('user4_full_name', '#another'), ('user2_full_name', '#another'), ('user3_full_name', '#another'), ('user4_full_name', '#another')], 'error B-A1': [('#another', 'user4_full_name')]}",88.57142857142857,,,,,,,,20_00_de_nghi_Nhan_che_do_BHXH_khi_nguoi_huong_tu_tran.txt
"{'completeness': 100.0, 'A1-A1': 27, 'A1-A2': 0, 'A1-B': 5, 'B-A1': 0, 'B-B': 15, 'error A1-A2': [], 'error A1-B': [('receiver', '#another'), ('user4_full_name', '#another'), ('user2_full_name', '#another'), ('user3_full_name', '#another'), ('user4_full_name', '#another')], 'error B-A1': []}",84.375,,,,,,,,20_01_de_nghi_Nhan_che_do_BHXH_khi_nguoi_huong_tu_tran.txt
"{'completeness': 100.0, 'A1-A1': 13, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,21_00_de_nghi_xac_nhan_cap_ho_tro.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,21_01_de_nghi_xac_nhan_cap_ho_tro.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,21_02_de_nghi_xac_nhan_cap_ho_tro.txt
"{'completeness': 100.0, 'A1-A1': 13, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,22_00_dk_xe1.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 14, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,22_01_dk_xe1.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 9, 'error A1-A2': [], 'error A1-B': [('user1_current_address', '#another')], 'error B-A1': []}",90.9090909090909,,,,,,,,22_02_dk_xe1.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 12, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,23_00_doi_ho_ten_cho_con.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 10, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,23_01_doi_ho_ten_cho_con.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,23_02_doi_ho_ten_cho_con.txt
"{'completeness': 100.0, 'A1-A1': 7, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 6, 'B-B': 16, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user2_full_name'), ('#another', 'user2_full_name'), ('#another', 'place'), ('#another', 'day'), ('#another', 'month'), ('#another', 'year')]}",100.0,,,,,,,,24_00_don_de_nghi_ho_tro.txt
"{'completeness': 100.0, 'A1-A1': 5, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 6, 'B-B': 16, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user2_full_name'), ('#another', 'user2_full_name'), ('#another', 'place'), ('#another', 'day'), ('#another', 'month'), ('#another', 'year')]}",100.0,,,,,,,,24_01_don_de_nghi_ho_tro.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 2, 'B-B': 0, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': [('#another', 'user1_id_number'), ('#another', 'receiver')]}",94.11764705882352,,,,,,,,25_00_don_de_nghi_xac _minh_cmnd.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 1, 'error A1-A2': [], 'error A1-B': [('user1_id_number', '#another')], 'error B-A1': []}",93.33333333333333,,,,,,,,25_01_don_de_nghi_xac _minh_cmnd.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 1, 'A1-B': 2, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [('user1_dob_day', 'user1_dob_month')], 'error A1-B': [('user1_id_issue_date', '#another'), ('user1_current_address', '#another')], 'error B-A1': []}",76.92307692307693,,,,,,,,26_00_don_khieu_nai.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [('user1_id_issue_date', '#another'), ('user1_current_address', '#another')], 'error B-A1': []}",81.81818181818183,,,,,,,,26_01_don_khieu_nai.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 3, 'B-B': 20, 'error A1-A2': [], 'error A1-B': [('receiver', '#another')], 'error B-A1': [('#another', 'day'), ('#another', 'month'), ('#another', 'year')]}",90.9090909090909,,,,,,,,27_00_don_khoi_kien.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 24, 'error A1-A2': [], 'error A1-B': [('receiver', '#another')], 'error B-A1': []}",90.9090909090909,,,,,,,,27_01_don_khoi_kien.txt
"{'completeness': 100.0, 'A1-A1': 11, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 22, 'error A1-A2': [], 'error A1-B': [('receiver', '#another')], 'error B-A1': []}",91.66666666666666,,,,,,,,27_02_don_khoi_kien.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 1, 'A1-B': 0, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [('user2_id_issue_date', 'user1_id_issue_date')], 'error A1-B': [], 'error B-A1': []}",94.73684210526315,,,,,,,,28_00_don_to_cao.txt
"{'completeness': 100.0, 'A1-A1': 18, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 3, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,28_01_don_to_cao.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 4, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,28_02_don_to_cao.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 10, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,29_00_don_xin_chuyen_truong_tieu_hoc_trong_nuoc.txt
"{'completeness': 100.0, 'A1-A1': 11, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 10, 'error A1-A2': [], 'error A1-B': [('user1_current_status', '#another')], 'error B-A1': []}",91.66666666666666,,,,,,,,29_01_don_xin_chuyen_truong_tieu_hoc_trong_nuoc.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_permanent_address')]}",100.0,,,,,,,,30_00_don_xin_giao_dat.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_permanent_address')]}",100.0,,,,,,,,30_01_don_xin_giao_dat.txt
"{'completeness': 100.0, 'A1-A1': 7, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [('user1_birthplace', '#another')], 'error B-A1': []}",87.5,,,,,,,,31_00_don_xin_mien_giam_hoc_phi.txt
"{'completeness': 100.0, 'A1-A1': 8, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [('user1_birthplace', '#another')], 'error B-A1': []}",88.88888888888889,,,,,,,,31_01_don_xin_mien_giam_hoc_phi.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 5, 'error A1-A2': [], 'error A1-B': [('user1_birthplace', '#another')], 'error B-A1': []}",90.0,,,,,,,,31_02_don_xin_mien_giam_hoc_phi.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 10, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,32_00_don_xin_rut_ho_so.txt
"{'completeness': 100.0, 'A1-A1': 10, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 11, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,32_01_don_xin_rut_ho_so.txt
"{'completeness': 100.0, 'A1-A1': 3, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 8, 'error A1-A2': [], 'error A1-B': [('user1_birthplace', '#another')], 'error B-A1': []}",75.0,,,,,,,,33_00_don_xin_thoi_hoc.txt
"{'completeness': 100.0, 'A1-A1': 3, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [('user1_birthplace', '#another')], 'error B-A1': []}",75.0,,,,,,,,33_01_don_xin_thoi_hoc.txt
"{'completeness': 100.0, 'A1-A1': 14, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,34_00_giay_cam_ket.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,34_01_giay_cam_ket.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,34_02_giay_cam_ket.txt
"{'completeness': 100.0, 'A1-A1': 7, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_occupation')]}",100.0,,,,,,,,35_00_giay_de_nghi_kham_giam_dinh.txt
"{'completeness': 100.0, 'A1-A1': 8, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 1, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_occupation')]}",100.0,,,,,,,,35_01_giay_de_nghi_kham_giam_dinh.txt
"{'completeness': 100.0, 'A1-A1': 6, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 19, 'error A1-A2': [], 'error A1-B': [('user1_full_name', '#another')], 'error B-A1': []}",85.71428571428571,,,,,,,,36_00_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
"{'completeness': 100.0, 'A1-A1': 4, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 19, 'error A1-A2': [], 'error A1-B': [('user1_full_name', '#another')], 'error B-A1': []}",80.0,,,,,,,,36_01_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
"{'completeness': 100.0, 'A1-A1': 5, 'A1-A2': 0, 'A1-B': 1, 'B-A1': 0, 'B-B': 16, 'error A1-A2': [], 'error A1-B': [('user1_full_name', '#another')], 'error B-A1': []}",83.33333333333334,,,,,,,,36_02_giay_de_nghi_mua_dien_cho_ngoai_sinh_hoat.txt
"{'completeness': 100.0, 'A1-A1': 5, 'A1-A2': 0, 'A1-B': 2, 'B-A1': 0, 'B-B': 25, 'error A1-A2': [], 'error A1-B': [('user2_full_name', '#another'), ('user3_full_name', '#another')], 'error B-A1': []}",71.42857142857143,,,,,,,,37_00_giay_phep_xay_dung.txt
"{'completeness': 100.0, 'A1-A1': 24, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,38_00_giay_uy_quyen.txt
"{'completeness': 100.0, 'A1-A1': 24, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 6, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,38_01_giay_uy_quyen.txt
"{'completeness': 100.0, 'A1-A1': 5, 'A1-A2': 0, 'A1-B': 6, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [('user1_full_name', '#another'), ('user1_id_number', '#another'), ('user1_id_issue_place', '#another'), ('user1_id_issue_day', '#another'), ('user1_id_issue_month', '#another'), ('user1_id_issue_year', '#another')], 'error B-A1': []}",45.45454545454545,,,,,,,,39_00_hoi_dap_chi_cuc_thue.txt
"{'completeness': 100.0, 'A1-A1': 5, 'A1-A2': 0, 'A1-B': 3, 'B-A1': 0, 'B-B': 13, 'error A1-A2': [], 'error A1-B': [('user1_full_name', '#another'), ('user1_id_number', '#another'), ('user1_id_issue_place', '#another')], 'error B-A1': []}",62.5,,,,,,,,39_01_hoi_dap_chi_cuc_thue.txt
"{'completeness': 100.0, 'A1-A1': 17, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 3, 'B-B': 9, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_alias_name'), ('#another', 'user1_nationality'), ('#another', 'user1_occupation')]}",100.0,,,,,,,,40_00_mau_giay_gioi_thieu_denghi_giam_dinh.txt
"{'completeness': 100.0, 'A1-A1': 16, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 3, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_alias_name'), ('#another', 'user1_nationality'), ('#another', 'user1_occupation')]}",100.0,,,,,,,,40_01_mau_giay_gioi_thieu_denghi_giam_dinh.txt
"{'completeness': 100.0, 'A1-A1': 15, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 5, 'B-B': 7, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': [('#another', 'user1_alias_name'), ('#another', 'user1_nationality'), ('#another', 'user1_occupation'), ('#another', 'user2_full_name'), ('#another', 'user2_id_number')]}",100.0,,,,,,,,40_02_mau_giay_gioi_thieu_denghi_giam_dinh.txt
"{'completeness': 100.0, 'A1-A1': 11, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 20, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,41_00_Mẫu số 16 - TT 28.txt
"{'completeness': 100.0, 'A1-A1': 9, 'A1-A2': 0, 'A1-B': 0, 'B-A1': 0, 'B-B': 18, 'error A1-A2': [], 'error A1-B': [], 'error B-A1': []}",100.0,,,,,,,,41_01_Mẫu số 16 - TT 28.txt
completeness,A1-A1,A1-A2,A1-B,B-A1,B-B,error A1-A2,error A1-B,error B-A1,42_00_Mẫu TK04 khôi phục HC TK04 MỚI.txt
